tree_path	strategy	requested_taxa	matched_taxa	absent_taxa	ingroup_taxa	outgroup_monophyletic	outgroup_mrca_taxa	outgroup_mrca_extra_taxa	rooted_outgroup_taxa	rooted_ingroup_taxa	tip_order	warnings	midpoint_anchor_taxa	midpoint_path_length	midpoint_distance_from_anchor	midpoint_position_kind	midpoint_anchor_side_taxa	midpoint_opposite_side_taxa	midpoint_suitable
rabies-cross-host-geography-panel.rooted.tree	outgroup	bat_chile_rv108	bat_chile_rv108		bat_chile_rv50,cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,dog_pakistan_pdb011,raccoon_dog_poland_2021,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_18_2025,red_fox_russia_4092_20_2025	true	bat_chile_rv108		bat_chile_rv108	bat_chile_rv50,cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,dog_pakistan_pdb011,raccoon_dog_poland_2021,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_18_2025,red_fox_russia_4092_20_2025	bat_chile_rv50,dog_pakistan_pdb011,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025,cattle_russia_4092_15_2025,cattle_russia_4092_13_2025,raccoon_dog_poland_2021,bat_chile_rv108								
