dataset_id	sequence_count	sequence_type	inferred_sequence_type	selected_model	input_repair_applied	aligned_quality_score	trimmed_quality_score	minimum_support	maximum_support	median_support	weakly_supported_clade_count	clade_row_count	bootstrap_tree_count	bootstrap_topology_count	bootstrap_unstable_branch_count	bootstrap_consensus_rooted_rf_distance	bootstrap_consensus_same_unrooted_topology	bootstrap_consensus_high_support_conflict_count	outgroup_taxa	root_host	root_host_confidence	host_switch_count	certain_host_switch_count	uncertain_host_switch_count	root_region	root_region_probability	changed_region_branch_count	migration_event_count	strongly_supported_migration_event_count	comparative_response	comparative_formula	comparative_selected_model	comparative_pgls_lambda	comparative_pgls_r_squared	comparative_branch_repair_count	conclusion_stable_count	conclusion_weak_count	conclusion_unstable_count	timeout_seconds	max_bootstrap_tree_count	max_report_table_rows	memory_warning_threshold_bytes	budget_warning_count	config_check_count	scientific_finding_count
rabies_cross_host_geography_panel	9	dna	dna	TPM2u+F+G4	false	90.48	90.48	84	100	99.5	0	17	1000	19	4	1	true	0	bat_chile_rv108	bat	1	2	0	2	north_asia	0.555555553778	4	4	0	region_longitude	region_longitude ~ host_group	brownian	1	0.833944827574	1	30	0	2	300	1500	25	67108864	0	12	6
