workflow	engine_name	sequence_type	selected_model	report_selected_model	artifact_selected_model	model_consistent	alignment_path	trimmed_alignment_path	manifest_path
model-selection	iqtree	dna	TPM2u+F+G4	TPM2u+F+G4	TPM2u+F+G4	true	rabies-cross-host-geography-panel.aln	rabies-cross-host-geography-panel.trimmed.aln	engine-artifacts/rabies-cross-host-geography-panel/model-selection/model-selection.manifest.json
