trait	taxon_column	model	state_ordering	root_prior_mode	fixed_root_state	analyzed_taxon_count	excluded_taxon_count	internal_node_count	ambiguous_internal_node_count	unstable_node_count	weak_support_node_count	observed_state_count	sparse_state_count	minimal_change_count	parsimonious_root_state_count	root_node	root_most_likely_state	root_confidence	phytools_rerooting_method_comparable	log_likelihood	parameter_count	aic	optimizer_converged	optimizer_iteration_count	optimizer_function_evaluation_count	overparameterized	baseline_model	baseline_delta_aic	preferred_model_by_aic	warning_count
mating_system	species	equal-rates	unordered	equal		94	0	93	77	63	67	3	0			Acanthiza_pusilla|Accipiter_gentilis|Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Aegolius_funereus|Agelaius_phoeniceus|Alauda_arvensis|Alle_alle|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Apus_apus|Asio_otus|Baeolophus_bicolor|Branta_canadensis|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Centropus_phasianinus|Cepphus_grylle|Cercomacra_tyrannina|Charadrius_hiaticula|Charadrius_semipalmatus|Colaptes_auratus|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Cygnus_atratus|Dacelo_novaeguineae|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Falco_columbarius|Falco_peregrinus|Falco_sparverius|Falco_tinnunculus|Ficedula_albicollis|Ficedula_hypoleuca|Fratercula_arctica|Gallinula_chloropus|Grus_canadensis|Gymnorhina_tibicen|Haematopus_ostralegus|Hirundo_rustica|Hymenolaimus_malacorhynchos|Icterus_galbula|Jynx_torquilla|Lagopus_lagopus|Larus_argentatus|Malurus_coronatus|Malurus_cyaneus|Malurus_splendens|Manorina_melanocephala|Melanerpes_formicivorus|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Pomatostomus_temporalis|Porphyrio_porphyrio|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Rissa_tridactyla|Sericornis_frontalis|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Sterna_hirundo|Strix_aluco|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis	polyandrous	0.333333333333333	true	-99.20112317161708	1	200.40224634323417	true	50	52	false				2
