trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	alpha	alpha_lower_95	alpha_upper_95	theta	theta_lower_95	theta_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	convergence_status	identifiability_warning_count	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
testes_mass	species	94	94	0	0.093525	0.093525	0.093525	1.22471809416427	0.461605212770554	1.98783097555799	0.78133528791217	0.597693512077993	1.06537539771696	-164.037321514476	334.074643028952	334.341309695618	grid-search-converged	1	2.57743173381377	7.5154689965433	0.6
