trait	taxon_column	model	estimator	alpha	analyzed_taxon_count	excluded_taxon_count	missing_tip_taxon_count	non_numeric_tip_taxon_count	internal_node_count	unstable_node_count	weak_support_node_count	root_node	root_estimate	root_standard_error	root_lower_95_interval	root_upper_95_interval	tree_is_ultrametric	covariance_near_singular	covariance_condition_number	log_likelihood	residual_sigma_squared	optimizer_name	optimizer_converged	optimizer_iteration_count	optimizer_function_evaluation_count	optimizer_convergence_status	warning_count
testes_mass	species	brownian	ace-pic	1.0	94	0	0	0	93	78	93	Acanthiza_pusilla|Accipiter_gentilis|Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Aegolius_funereus|Agelaius_phoeniceus|Alauda_arvensis|Alle_alle|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Apus_apus|Asio_otus|Baeolophus_bicolor|Branta_canadensis|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Centropus_phasianinus|Cepphus_grylle|Cercomacra_tyrannina|Charadrius_hiaticula|Charadrius_semipalmatus|Colaptes_auratus|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Cygnus_atratus|Dacelo_novaeguineae|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Falco_columbarius|Falco_peregrinus|Falco_sparverius|Falco_tinnunculus|Ficedula_albicollis|Ficedula_hypoleuca|Fratercula_arctica|Gallinula_chloropus|Grus_canadensis|Gymnorhina_tibicen|Haematopus_ostralegus|Hirundo_rustica|Hymenolaimus_malacorhynchos|Icterus_galbula|Jynx_torquilla|Lagopus_lagopus|Larus_argentatus|Malurus_coronatus|Malurus_cyaneus|Malurus_splendens|Manorina_melanocephala|Melanerpes_formicivorus|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Pomatostomus_temporalis|Porphyrio_porphyrio|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Rissa_tridactyla|Sericornis_frontalis|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Sterna_hirundo|Strix_aluco|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis	2.10154643045978	11.4080472352326	-20.2578152845278	24.4609081454473	false	false	12677.8079326304	-184.866903359901	0.583468238724035						2
