clade_id	node_label	trait_kind	taxon_count	taxa	coverage_fraction	mean	median	minimum	maximum	range_width	mean_delta_from_global	dominant_state	dominant_state_count	dominant_state_fraction	dominant_state_enrichment	distinct_state_count	state_counts	distribution_shift	exceptionality_score	exceptional	rank
Acanthiza_pusilla|Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Agelaius_phoeniceus|Alauda_arvensis|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Baeolophus_bicolor|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Cercomacra_tyrannina|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Falco_columbarius|Falco_peregrinus|Falco_sparverius|Falco_tinnunculus|Ficedula_albicollis|Ficedula_hypoleuca|Gymnorhina_tibicen|Hirundo_rustica|Icterus_galbula|Malurus_coronatus|Malurus_cyaneus|Malurus_splendens|Manorina_melanocephala|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Pomatostomus_temporalis|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Sericornis_frontalis|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis		categorical	68	Acanthiza_pusilla,Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Agelaius_phoeniceus,Alauda_arvensis,Ammodramus_caudacutus,Ammodramus_maritimus,Anthus_spinoletta,Aphelocoma_coerulescens,Aphelocoma_ultramarina,Baeolophus_bicolor,Calcarius_pictus,Carduelis_cannabina,Carduelis_tristis,Carpodacus_erythrinus,Carpodacus_mexicanus,Cercomacra_tyrannina,Corvus_brachyrhynchos,Corvus_corone,Cyanocorax_morio,Delichon_urbicum,Dendroica_caerulescens,Dolichonyx_oryzivorus,Erithacus_rubecula,Falco_columbarius,Falco_peregrinus,Falco_sparverius,Falco_tinnunculus,Ficedula_albicollis,Ficedula_hypoleuca,Gymnorhina_tibicen,Hirundo_rustica,Icterus_galbula,Malurus_coronatus,Malurus_cyaneus,Malurus_splendens,Manorina_melanocephala,Passerculus_sandwichensis,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Pica_pica,Pomatostomus_temporalis,Prunella_collaris,Prunella_modularis,Rhipidura_fuliginosa,Sericornis_frontalis,Serinus_canaria,Serinus_serinus,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Spizella_pusilla,Struthidea_cinerea,Tachycineta_bicolor,Taeniopygia_guttata,Thryothorus_ludovicianus,Troglodytes_aedon,Turdus_merula,Vireo_solitarius,Wilsonia_citrina,Wilsonia_pusilla,Zonotrichia_albicollis,Zosterops_lateralis	0.723404255319149							pair	37	0.544117647058823	-0.0729036295369212	3	pair=37;polyandrous=17;cooperative=14	0.0729036295369212	0.0620068515068631	false	45
Ammodramus_caudacutus|Ammodramus_maritimus|Passerculus_sandwichensis|Zonotrichia_albicollis		categorical	4	Ammodramus_caudacutus,Ammodramus_maritimus,Passerculus_sandwichensis,Zonotrichia_albicollis	0.0425531914893617							pair	2	0.5	-0.117021276595745	2	pair=2;polyandrous=2	0.287234042553192	0.0592518588276328	false	46
Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Agelaius_phoeniceus|Alauda_arvensis|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Baeolophus_bicolor|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Ficedula_albicollis|Ficedula_hypoleuca|Gymnorhina_tibicen|Hirundo_rustica|Icterus_galbula|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis		categorical	56	Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Agelaius_phoeniceus,Alauda_arvensis,Ammodramus_caudacutus,Ammodramus_maritimus,Anthus_spinoletta,Aphelocoma_coerulescens,Aphelocoma_ultramarina,Baeolophus_bicolor,Calcarius_pictus,Carduelis_cannabina,Carduelis_tristis,Carpodacus_erythrinus,Carpodacus_mexicanus,Corvus_brachyrhynchos,Corvus_corone,Cyanocorax_morio,Delichon_urbicum,Dendroica_caerulescens,Dolichonyx_oryzivorus,Erithacus_rubecula,Ficedula_albicollis,Ficedula_hypoleuca,Gymnorhina_tibicen,Hirundo_rustica,Icterus_galbula,Passerculus_sandwichensis,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Pica_pica,Prunella_collaris,Prunella_modularis,Rhipidura_fuliginosa,Serinus_canaria,Serinus_serinus,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Spizella_pusilla,Struthidea_cinerea,Tachycineta_bicolor,Taeniopygia_guttata,Thryothorus_ludovicianus,Troglodytes_aedon,Turdus_merula,Vireo_solitarius,Wilsonia_citrina,Wilsonia_pusilla,Zonotrichia_albicollis,Zosterops_lateralis	0.595744680851064							pair	32	0.571428571428571	-0.0455927051671733	3	pair=32;polyandrous=16;cooperative=8	0.0729483282674772	0.0563048013365077	false	47
Alle_alle|Cepphus_grylle		categorical	2	Alle_alle,Cepphus_grylle	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	48
Asio_otus|Strix_aluco		categorical	2	Asio_otus,Strix_aluco	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	49
Branta_canadensis|Cygnus_atratus		categorical	2	Branta_canadensis,Cygnus_atratus	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	50
Carduelis_cannabina|Carduelis_tristis		categorical	2	Carduelis_cannabina,Carduelis_tristis	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	51
Carpodacus_erythrinus|Carpodacus_mexicanus		categorical	2	Carpodacus_erythrinus,Carpodacus_mexicanus	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	52
Charadrius_hiaticula|Charadrius_semipalmatus		categorical	2	Charadrius_hiaticula,Charadrius_semipalmatus	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	53
Delichon_urbicum|Hirundo_rustica		categorical	2	Delichon_urbicum,Hirundo_rustica	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	54
Dendroica_caerulescens|Wilsonia_citrina		categorical	2	Dendroica_caerulescens,Wilsonia_citrina	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	55
Larus_argentatus|Rissa_tridactyla		categorical	2	Larus_argentatus,Rissa_tridactyla	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	56
Serinus_canaria|Serinus_serinus		categorical	2	Serinus_canaria,Serinus_serinus	0.0212765957446809							pair	2	1	0.382978723404255	1	pair=2	0.382978723404255	0.0558631882332362	false	57
Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Alauda_arvensis|Delichon_urbicum|Hirundo_rustica|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Tachycineta_bicolor|Zosterops_lateralis		categorical	14	Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Alauda_arvensis,Delichon_urbicum,Hirundo_rustica,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Tachycineta_bicolor,Zosterops_lateralis	0.148936170212766							pair	8	0.571428571428571	-0.0455927051671733	3	pair=8;polyandrous=5;cooperative=1	0.144376899696049	0.0557182929892524	false	58
Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Agelaius_phoeniceus|Alauda_arvensis|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Baeolophus_bicolor|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Ficedula_albicollis|Ficedula_hypoleuca|Gymnorhina_tibicen|Hirundo_rustica|Icterus_galbula|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Pomatostomus_temporalis|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis		categorical	57	Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Agelaius_phoeniceus,Alauda_arvensis,Ammodramus_caudacutus,Ammodramus_maritimus,Anthus_spinoletta,Aphelocoma_coerulescens,Aphelocoma_ultramarina,Baeolophus_bicolor,Calcarius_pictus,Carduelis_cannabina,Carduelis_tristis,Carpodacus_erythrinus,Carpodacus_mexicanus,Corvus_brachyrhynchos,Corvus_corone,Cyanocorax_morio,Delichon_urbicum,Dendroica_caerulescens,Dolichonyx_oryzivorus,Erithacus_rubecula,Ficedula_albicollis,Ficedula_hypoleuca,Gymnorhina_tibicen,Hirundo_rustica,Icterus_galbula,Passerculus_sandwichensis,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Pica_pica,Pomatostomus_temporalis,Prunella_collaris,Prunella_modularis,Rhipidura_fuliginosa,Serinus_canaria,Serinus_serinus,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Spizella_pusilla,Struthidea_cinerea,Tachycineta_bicolor,Taeniopygia_guttata,Thryothorus_ludovicianus,Troglodytes_aedon,Turdus_merula,Vireo_solitarius,Wilsonia_citrina,Wilsonia_pusilla,Zonotrichia_albicollis,Zosterops_lateralis	0.606382978723404							pair	32	0.56140350877193	-0.0556177678238149	3	pair=32;polyandrous=16;cooperative=9	0.0679357969391564	0.0529020102610661	false	59
Acanthiza_pusilla|Manorina_melanocephala|Sericornis_frontalis		categorical	3	Acanthiza_pusilla,Manorina_melanocephala,Sericornis_frontalis	0.0319148936170213							cooperative	1	0.333333333333333	0.163120567375887	3	cooperative=1;pair=1;polyandrous=1	0.283687943262411	0.0506801135468437	false	60
Gallinula_chloropus|Grus_canadensis|Porphyrio_porphyrio		categorical	3	Gallinula_chloropus,Grus_canadensis,Porphyrio_porphyrio	0.0319148936170213							cooperative	1	0.333333333333333	0.163120567375887	3	cooperative=1;pair=1;polyandrous=1	0.283687943262411	0.0506801135468437	false	61
Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Alauda_arvensis|Baeolophus_bicolor|Delichon_urbicum|Hirundo_rustica|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Tachycineta_bicolor|Zosterops_lateralis		categorical	15	Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Alauda_arvensis,Baeolophus_bicolor,Delichon_urbicum,Hirundo_rustica,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Tachycineta_bicolor,Zosterops_lateralis	0.159574468085106							pair	9	0.6	-0.0170212765957447	3	pair=9;polyandrous=5;cooperative=1	0.120567375886525	0.048162776074214	false	62
Falco_columbarius|Falco_sparverius		categorical	2	Falco_columbarius,Falco_sparverius	0.0212765957446809							cooperative	1	0.5	0.329787234042553	2	cooperative=1;pair=1	0.329787234042553	0.0481044120897312	false	63
Rhipidura_fuliginosa|Struthidea_cinerea		categorical	2	Rhipidura_fuliginosa,Struthidea_cinerea	0.0212765957446809							cooperative	1	0.5	0.329787234042553	2	cooperative=1;pair=1	0.329787234042553	0.0481044120897312	false	64
Sialia_currucoides|Sialia_mexicana		categorical	2	Sialia_currucoides,Sialia_mexicana	0.0212765957446809							cooperative	1	0.5	0.329787234042553	2	cooperative=1;pair=1	0.329787234042553	0.0481044120897312	false	65
Acanthiza_pusilla|Accipiter_gentilis|Acrocephalus_arundinaceus|Acrocephalus_melanopogon|Acrocephalus_palustris|Acrocephalus_schoenobaenus|Acrocephalus_scirpaceus|Aegithalos_caudatus|Aegolius_funereus|Agelaius_phoeniceus|Alauda_arvensis|Ammodramus_caudacutus|Ammodramus_maritimus|Anthus_spinoletta|Aphelocoma_coerulescens|Aphelocoma_ultramarina|Asio_otus|Baeolophus_bicolor|Calcarius_pictus|Carduelis_cannabina|Carduelis_tristis|Carpodacus_erythrinus|Carpodacus_mexicanus|Cercomacra_tyrannina|Colaptes_auratus|Corvus_brachyrhynchos|Corvus_corone|Cyanocorax_morio|Dacelo_novaeguineae|Delichon_urbicum|Dendroica_caerulescens|Dolichonyx_oryzivorus|Erithacus_rubecula|Falco_columbarius|Falco_peregrinus|Falco_sparverius|Falco_tinnunculus|Ficedula_albicollis|Ficedula_hypoleuca|Gymnorhina_tibicen|Hirundo_rustica|Icterus_galbula|Jynx_torquilla|Malurus_coronatus|Malurus_cyaneus|Malurus_splendens|Manorina_melanocephala|Melanerpes_formicivorus|Passerculus_sandwichensis|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Pica_pica|Pomatostomus_temporalis|Prunella_collaris|Prunella_modularis|Rhipidura_fuliginosa|Sericornis_frontalis|Serinus_canaria|Serinus_serinus|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Spizella_pusilla|Strix_aluco|Struthidea_cinerea|Tachycineta_bicolor|Taeniopygia_guttata|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula|Vireo_solitarius|Wilsonia_citrina|Wilsonia_pusilla|Zonotrichia_albicollis|Zosterops_lateralis		categorical	76	Acanthiza_pusilla,Accipiter_gentilis,Acrocephalus_arundinaceus,Acrocephalus_melanopogon,Acrocephalus_palustris,Acrocephalus_schoenobaenus,Acrocephalus_scirpaceus,Aegithalos_caudatus,Aegolius_funereus,Agelaius_phoeniceus,Alauda_arvensis,Ammodramus_caudacutus,Ammodramus_maritimus,Anthus_spinoletta,Aphelocoma_coerulescens,Aphelocoma_ultramarina,Asio_otus,Baeolophus_bicolor,Calcarius_pictus,Carduelis_cannabina,Carduelis_tristis,Carpodacus_erythrinus,Carpodacus_mexicanus,Cercomacra_tyrannina,Colaptes_auratus,Corvus_brachyrhynchos,Corvus_corone,Cyanocorax_morio,Dacelo_novaeguineae,Delichon_urbicum,Dendroica_caerulescens,Dolichonyx_oryzivorus,Erithacus_rubecula,Falco_columbarius,Falco_peregrinus,Falco_sparverius,Falco_tinnunculus,Ficedula_albicollis,Ficedula_hypoleuca,Gymnorhina_tibicen,Hirundo_rustica,Icterus_galbula,Jynx_torquilla,Malurus_coronatus,Malurus_cyaneus,Malurus_splendens,Manorina_melanocephala,Melanerpes_formicivorus,Passerculus_sandwichensis,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Pica_pica,Pomatostomus_temporalis,Prunella_collaris,Prunella_modularis,Rhipidura_fuliginosa,Sericornis_frontalis,Serinus_canaria,Serinus_serinus,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Spizella_pusilla,Strix_aluco,Struthidea_cinerea,Tachycineta_bicolor,Taeniopygia_guttata,Thryothorus_ludovicianus,Troglodytes_aedon,Turdus_merula,Vireo_solitarius,Wilsonia_citrina,Wilsonia_pusilla,Zonotrichia_albicollis,Zosterops_lateralis	0.808510638297872							pair	43	0.565789473684211	-0.0512318029115342	3	pair=43;polyandrous=18;cooperative=15	0.0512318029115342	0.0460662127357953	false	66
Falco_columbarius|Falco_peregrinus|Falco_sparverius|Falco_tinnunculus		categorical	4	Falco_columbarius,Falco_peregrinus,Falco_sparverius,Falco_tinnunculus	0.0425531914893617							pair	3	0.75	0.132978723404255	2	pair=3;cooperative=1	0.212765957446809	0.0438902657982465	false	67
Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Turdus_merula		categorical	4	Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Turdus_merula	0.0425531914893617							pair	3	0.75	0.132978723404255	2	pair=3;cooperative=1	0.212765957446809	0.0438902657982465	false	68
Ammodramus_caudacutus|Ammodramus_maritimus|Passerculus_sandwichensis|Spizella_pusilla|Zonotrichia_albicollis		categorical	5	Ammodramus_caudacutus,Ammodramus_maritimus,Passerculus_sandwichensis,Spizella_pusilla,Zonotrichia_albicollis	0.0531914893617021							pair	3	0.6	-0.0170212765957447	2	pair=3;polyandrous=2	0.187234042553192	0.0431823118651819	false	69
Acanthiza_pusilla|Sericornis_frontalis		categorical	2	Acanthiza_pusilla,Sericornis_frontalis	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	70
Agelaius_phoeniceus|Icterus_galbula		categorical	2	Agelaius_phoeniceus,Icterus_galbula	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	71
Ammodramus_caudacutus|Ammodramus_maritimus		categorical	2	Ammodramus_caudacutus,Ammodramus_maritimus	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	72
Colaptes_auratus|Melanerpes_formicivorus		categorical	2	Colaptes_auratus,Melanerpes_formicivorus	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	73
Ficedula_albicollis|Ficedula_hypoleuca		categorical	2	Ficedula_albicollis,Ficedula_hypoleuca	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	74
Phylloscopus_fuscatus|Phylloscopus_trochilus		categorical	2	Phylloscopus_fuscatus,Phylloscopus_trochilus	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	75
Thryothorus_ludovicianus|Troglodytes_aedon		categorical	2	Thryothorus_ludovicianus,Troglodytes_aedon	0.0212765957446809							pair	1	0.5	-0.117021276595745	2	pair=1;polyandrous=1	0.287234042553192	0.0418973911749272	false	76
Accipiter_gentilis|Aegolius_funereus|Asio_otus|Colaptes_auratus|Dacelo_novaeguineae|Jynx_torquilla|Melanerpes_formicivorus|Strix_aluco		categorical	8	Accipiter_gentilis,Aegolius_funereus,Asio_otus,Colaptes_auratus,Dacelo_novaeguineae,Jynx_torquilla,Melanerpes_formicivorus,Strix_aluco	0.0851063829787234							pair	6	0.75	0.132978723404255	3	pair=6;cooperative=1;polyandrous=1	0.132978723404255	0.0387938807175251	false	77
Falco_columbarius|Falco_peregrinus|Falco_sparverius		categorical	3	Falco_columbarius,Falco_peregrinus,Falco_sparverius	0.0319148936170213							pair	2	0.666666666666667	0.0496453900709219	2	pair=2;cooperative=1	0.212765957446808	0.0380100851601328	false	78
Sialia_currucoides|Sialia_mexicana|Sialia_sialis		categorical	3	Sialia_currucoides,Sialia_mexicana,Sialia_sialis	0.0319148936170213							pair	2	0.666666666666667	0.0496453900709219	2	pair=2;cooperative=1	0.212765957446808	0.0380100851601328	false	79
Branta_canadensis|Cygnus_atratus|Hymenolaimus_malacorhynchos|Lagopus_lagopus		categorical	4	Branta_canadensis,Cygnus_atratus,Hymenolaimus_malacorhynchos,Lagopus_lagopus	0.0425531914893617							pair	3	0.75	0.132978723404255	2	pair=3;polyandrous=1	0.170212765957447	0.0351122126385972	false	80
Colaptes_auratus|Jynx_torquilla|Melanerpes_formicivorus		categorical	3	Colaptes_auratus,Jynx_torquilla,Melanerpes_formicivorus	0.0319148936170213							pair	2	0.666666666666667	0.0496453900709219	2	pair=2;polyandrous=1	0.170212765957447	0.0304080681281062	false	81
Dendroica_caerulescens|Wilsonia_citrina|Wilsonia_pusilla		categorical	3	Dendroica_caerulescens,Wilsonia_citrina,Wilsonia_pusilla	0.0319148936170213							pair	2	0.666666666666667	0.0496453900709219	2	pair=2;polyandrous=1	0.170212765957447	0.0304080681281062	false	82
Erithacus_rubecula|Ficedula_albicollis|Ficedula_hypoleuca		categorical	3	Erithacus_rubecula,Ficedula_albicollis,Ficedula_hypoleuca	0.0319148936170213							pair	2	0.666666666666667	0.0496453900709219	2	pair=2;polyandrous=1	0.170212765957447	0.0304080681281062	false	83
Aegolius_funereus|Asio_otus|Colaptes_auratus|Dacelo_novaeguineae|Jynx_torquilla|Melanerpes_formicivorus|Strix_aluco		categorical	7	Aegolius_funereus,Asio_otus,Colaptes_auratus,Dacelo_novaeguineae,Jynx_torquilla,Melanerpes_formicivorus,Strix_aluco	0.074468085106383							pair	5	0.714285714285714	0.0972644376899696	3	pair=5;cooperative=1;polyandrous=1	0.0972644376899696	0.0265423378922707	false	84
Erithacus_rubecula|Ficedula_albicollis|Ficedula_hypoleuca|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Turdus_merula		categorical	7	Erithacus_rubecula,Ficedula_albicollis,Ficedula_hypoleuca,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Turdus_merula	0.074468085106383							pair	5	0.714285714285714	0.0972644376899696	3	pair=5;cooperative=1;polyandrous=1	0.0972644376899696	0.0265423378922707	false	85
Centropus_phasianinus|Gallinula_chloropus|Grus_canadensis|Porphyrio_porphyrio		categorical	4	Centropus_phasianinus,Gallinula_chloropus,Grus_canadensis,Porphyrio_porphyrio	0.0425531914893617							pair	2	0.5	-0.117021276595745	3	pair=2;cooperative=1;polyandrous=1	0.117021276595745	0.0241396461890356	false	86
Colaptes_auratus|Dacelo_novaeguineae|Jynx_torquilla|Melanerpes_formicivorus		categorical	4	Colaptes_auratus,Dacelo_novaeguineae,Jynx_torquilla,Melanerpes_formicivorus	0.0425531914893617							pair	2	0.5	-0.117021276595745	3	pair=2;cooperative=1;polyandrous=1	0.117021276595745	0.0241396461890356	false	87
Aegithalos_caudatus|Delichon_urbicum|Hirundo_rustica|Phylloscopus_fuscatus|Phylloscopus_sibilatrix|Phylloscopus_trochilus|Tachycineta_bicolor		categorical	7	Aegithalos_caudatus,Delichon_urbicum,Hirundo_rustica,Phylloscopus_fuscatus,Phylloscopus_sibilatrix,Phylloscopus_trochilus,Tachycineta_bicolor	0.074468085106383							pair	4	0.571428571428571	-0.0455927051671733	3	pair=4;polyandrous=2;cooperative=1	0.0729483282674772	0.019906753419203	false	88
Erithacus_rubecula|Ficedula_albicollis|Ficedula_hypoleuca|Sialia_currucoides|Sialia_mexicana|Sialia_sialis|Thryothorus_ludovicianus|Troglodytes_aedon|Turdus_merula		categorical	9	Erithacus_rubecula,Ficedula_albicollis,Ficedula_hypoleuca,Sialia_currucoides,Sialia_mexicana,Sialia_sialis,Thryothorus_ludovicianus,Troglodytes_aedon,Turdus_merula	0.0957446808510638							pair	6	0.666666666666667	0.0496453900709219	3	pair=6;polyandrous=2;cooperative=1	0.0591016548463357	0.0182876107492694	false	89
