trait	taxon_count	blombergs_k	blombergs_generalized_mean	blombergs_observed_mean_square	blombergs_phylogenetic_mean_square	blombergs_expected_mean_square_ratio	signal_permutation_p_value	pagels_lambda	lambda_log_likelihood	lambda_null_log_likelihood	lambda_brownian_log_likelihood	lambda_likelihood_ratio_statistic	lambda_likelihood_ratio_p_value	lambda_p_value_method	permutations	permuted_k_at_or_above_observed	signal_null_k_minimum	signal_null_k_mean	signal_null_k_maximum
testes_mass	94	0.0705608803720894	2.10154643061079	3.60001160402128	0.589742082287301	86.5122866073335	0.0833333333333333	0.595	-158.405000990593	-177.376835733803	-184.866902709504	37.9436694864198	7.28169612946264e-10	chi-square-approximation	11	0	0.00804702497975465	0.0158508099168156	0.0215926577365505
