trait	taxon_column	trait_kind	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	minimum_clade_size	clade_count	exceptional_clade_count	top_exceptional_clade	top_exceptionality_score	baseline_mean	baseline_median	baseline_minimum	baseline_maximum	baseline_range_width	baseline_dominant_state	baseline_dominant_state_fraction	assumptions	warnings
mating_system	species	categorical	94	94	0	2	92	0	Malurus_coronatus|Malurus_cyaneus|Malurus_splendens	0.148239332124518						pair	0.617021276595745	internal non-root clades are summarized after pruning the tree to analyzed taxa | categorical clade exceptionality ranks weighted total-variation shifts from the analyzed global state distribution	
