trait	taxon_column	model	state_ordering	root_prior_mode	fixed_root_state	analyzed_taxon_count	excluded_taxon_count	internal_node_count	ambiguous_internal_node_count	unstable_node_count	weak_support_node_count	observed_state_count	sparse_state_count	minimal_change_count	parsimonious_root_state_count	root_node	root_most_likely_state	root_confidence	phytools_rerooting_method_comparable	log_likelihood	parameter_count	aic	optimizer_converged	optimizer_iteration_count	optimizer_function_evaluation_count	overparameterized	baseline_model	baseline_delta_aic	preferred_model_by_aic	warning_count
lifeform	species	equal-rates	unordered	equal		42	0	41	27	22	25	5	1			Alopecurus_bulbosus|Ammophila_arenaria|Artemisia_maritima|Artemisia_rupestris|Aster_tripolium|Atriplex_calotheca|Atriplex_glabriuscula|Atriplex_laciniata|Atriplex_littoralis|Blysmus_rufus|Cakile_maritima|Calystegia_soldanella|Carex_extensa|Carex_punctata|Centaurium_littorale|Cochlearia_anglica|Cochlearia_danica|Cochlearia_officinalis|Crambe_maritima|Glaucium_flavum|Glaux_maritima|Halimione_pedunculata|Honckenya_peploides|Hordeum_marinum|Juncus_gerardii|Juncus_maritimus|Leymus_arenarius|Limonium_vulgare|Parapholis_strigosa|Plantago_coronopus|Plantago_maritima|Polygonum_oxyspermum|Puccinellia_distans|Puccinellia_limosa|Puccinellia_maritima|Ranunculus_baudotii|Sagina_maritima|Salicornia_europaea|Suaeda_maritima|Triglochin_maritimum|Tripleurospermum_maritimum|Zannichellia_palustris	hemicryptophyte	0.316596172846803	true	-55.73737802083544	1	113.47475604167089	true	50	52	false				3
