trait	taxon_column	trait_kind	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	minimum_clade_size	clade_count	exceptional_clade_count	top_exceptional_clade	top_exceptionality_score	baseline_mean	baseline_median	baseline_minimum	baseline_maximum	baseline_range_width	baseline_dominant_state	baseline_dominant_state_fraction	assumptions	warnings
lifeform	species	categorical	42	42	0	2	40	0	Atriplex_calotheca|Atriplex_glabriuscula|Atriplex_laciniata|Atriplex_littoralis|Halimione_pedunculata|Salicornia_europaea|Suaeda_maritima	0.262445329583912						hemicryptophyte	0.404761904761905	internal non-root clades are summarized after pruning the tree to analyzed taxa | categorical clade exceptionality ranks weighted total-variation shifts from the analyzed global state distribution	
