trait	taxon_count	blombergs_k	blombergs_generalized_mean	blombergs_observed_mean_square	blombergs_phylogenetic_mean_square	blombergs_expected_mean_square_ratio	signal_permutation_p_value	pagels_lambda	lambda_log_likelihood	lambda_null_log_likelihood	lambda_brownian_log_likelihood	lambda_likelihood_ratio_statistic	lambda_likelihood_ratio_p_value	lambda_p_value_method	permutations	permuted_k_at_or_above_observed	signal_null_k_minimum	signal_null_k_mean	signal_null_k_maximum
seed_mass	42	0.333206365877455	4.70944155380081	202.981482489152	4.75328295849598	128.159103834492	0.25	0	-170.639316517852	-170.639316517852	-172.469802212889	0	1	chi-square-approximation	11	2	0.127461741338495	0.256463367210371	0.628628262895756
