trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	alpha	alpha_lower_95	alpha_upper_95	theta	theta_lower_95	theta_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	convergence_status	identifiability_warning_count	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
seed_mass	species	42	42	0	0.033829	0.006766	0.067659	5.71406016538526	0.298380560632274	11.1297397701382	13.7425186138182	9.30333672809051	22.3548707350377	-167.681880391911	341.363760783823	341.995339731191	grid-search-converged	1	202.735515522067	18.26149501099	0
