dataset_id	taxon_count	tree_count	case_count	selection_review_case_count	selection_match_count	geiger_selection_match_count	parameter_pass_count	governed_parameter_row_count	parameter_row_count	parameter_comparison_row_count	parameter_closer_to_truth_count_bijux	parameter_closer_to_truth_count_geiger	rate_pass_count	governed_rate_row_count	rate_row_count	governed_rate_comparison_row_count	rate_comparison_row_count	rate_closer_to_truth_count_bijux	rate_closer_to_truth_count_geiger	expected_warning_case_count	expected_warning_present_count
discrete_mode_recovery_panel	24	2	4	2	2	2	0	0	0	0	0	0	20	24	76	12	38	12	18	2	2
