trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	alpha	alpha_lower_95	alpha_upper_95	theta	theta_lower_95	theta_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	convergence_status	identifiability_warning_count	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
value	taxon	8	8	0	2.339434	0.116972	23.394336	1.33009081442164	1.27718156733346	1.38300006150982	0.0187556000204173	0.0082018125404872	0.0790636515975823	20.1139044782316	-34.2278089564632	-28.2278089564632	grid-search-converged	1	0.00356073250361916	0.766680811028314	1
