dataset_id	taxon_count	sequence_length	distance_method	distance_model	rooted_topology_equal	same_unrooted_topology	same_taxa_different_rooting	robinson_foulds_distance	continuous_root_absolute_error	continuous_sigma_squared_absolute_error	continuous_internal_node_mean_absolute_error	discrete_internal_node_accuracy	discrete_mean_true_state_probability
known_answer_reference_panel	8	5000	neighbor-joining	p-distance	false	true	true	3	0.00771485800770999	0.00019933709696	0.309430675865865	1	0.900954439235135
