trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	root_state	root_state_lower_95	root_state_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
value	taxon	8	8	0	1.24228514154668	1.14280696134966	1.34176332174369	0.022699337098704	0.00992640637858704	0.095688353233931	17.0295514002695	-30.059102800539	-27.659102800539	0.00793924743891151	1.22823294277305	1
