trait	taxon_count	blombergs_k	pagels_lambda	lambda_log_likelihood	lambda_null_log_likelihood	lambda_brownian_log_likelihood	independent_contrast_count	independent_contrast_root_estimate
region_longitude	9	2.4410095012581103	1.0	-37.04869881771184	-48.96892785078129	-37.04869881771184	8	-58.44015368862587
