trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	alpha	alpha_lower_95	alpha_upper_95	theta	theta_lower_95	theta_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	convergence_status	identifiability_warning_count	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
value	taxon	8	8	0	4.678867	0.116972	23.394336	1.33063858504305	1.28471901260583	1.37655815748028	0.0289934499723551	0.012678818129859	0.122220991316236	20.3822012831632	-34.7644025663264	-28.7644025663264	grid-search-converged	1	0.00356073250361916	0.612353260605533	1
