trait	taxon_column	model	state_ordering	root_prior_mode	fixed_root_state	analyzed_taxon_count	excluded_taxon_count	internal_node_count	ambiguous_internal_node_count	unstable_node_count	weak_support_node_count	observed_state_count	sparse_state_count	minimal_change_count	parsimonious_root_state_count	root_node	root_most_likely_state	root_confidence	phytools_rerooting_method_comparable	log_likelihood	parameter_count	aic	optimizer_converged	optimizer_iteration_count	optimizer_function_evaluation_count	overparameterized	baseline_model	baseline_delta_aic	preferred_model_by_aic	warning_count
state	taxon	equal-rates	unordered	equal		8	0	7	2	0	0	3	0			SimTaxon1|SimTaxon2|SimTaxon3|SimTaxon4|SimTaxon5|SimTaxon6|SimTaxon7|SimTaxon8	state_a	0.821152993019274	true	-5.271877256949739	1	12.543754513899477	true	50	52	false				0
