trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	root_state	root_state_lower_95	root_state_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
value	taxon	8	8	0	1.24228514199229	1.14280696180329	1.3417633221813	0.02269933709696	0.0099264063778242	0.0956883532265774	17.0295514005769	-30.0591028011538	-27.6591028011538	0.00793924743891151	1.22823293956565	1
