tree_count	shared_taxon_count	rooted_topology_count	dominant_topology_frequency	effective_topology_count	mean_robinson_foulds_distance	mean_normalized_robinson_foulds_distance	consensus_threshold	robust_support_threshold	unstable_branch_count	warning_count	consensus_newick
1000	9	19	0.796	2.47465890345	0.897289289289	0.0747741074408	0.5	0.9	4	2	(bat_chile_rv108,bat_chile_rv50,((((cattle_russia_4092_13_2025,cattle_russia_4092_15_2025)100,((raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025)84.4,red_fox_russia_4092_18_2025)92.2)99,raccoon_dog_poland_2021)99.9,dog_pakistan_pdb011)100);
