node	node_name	descendant_taxa	most_likely_host	host_probabilities	confidence	ambiguous	is_root
bat_chile_rv108|bat_chile_rv50|cattle_russia_4092_13_2025|cattle_russia_4092_15_2025|dog_pakistan_pdb011|raccoon_dog_poland_2021|raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025		bat_chile_rv108,bat_chile_rv50,cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025,raccoon_dog_poland_2021,dog_pakistan_pdb011	bat	"{""bat"": 1.0, ""canid"": 0.0, ""livestock"": 0.0}"	1.0	false	true
bat_chile_rv50|cattle_russia_4092_13_2025|cattle_russia_4092_15_2025|dog_pakistan_pdb011|raccoon_dog_poland_2021|raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025		bat_chile_rv50,cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025,raccoon_dog_poland_2021,dog_pakistan_pdb011	bat	"{""bat"": 0.999998763459408, ""canid"": 1.037668202e-06, ""livestock"": 1.9887239e-07}"	0.999998763459408	false	false
cattle_russia_4092_13_2025|cattle_russia_4092_15_2025|dog_pakistan_pdb011|raccoon_dog_poland_2021|raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025	100	cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025,raccoon_dog_poland_2021,dog_pakistan_pdb011	canid	"{""bat"": 0.105275871515912, ""canid"": 0.72786031255022, ""livestock"": 0.166863815933868}"	0.72786031255022	true	false
cattle_russia_4092_13_2025|cattle_russia_4092_15_2025|raccoon_dog_poland_2021|raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025	100	cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025,raccoon_dog_poland_2021	canid	"{""bat"": 0.0366943972457, ""canid"": 0.799189871225867, ""livestock"": 0.164115731528433}"	0.799189871225867	true	false
cattle_russia_4092_13_2025|cattle_russia_4092_15_2025|raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025	99	cattle_russia_4092_13_2025,cattle_russia_4092_15_2025,raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025	canid	"{""bat"": 0.014608167741045, ""canid"": 0.806547861041684, ""livestock"": 0.178843971217271}"	0.806547861041684	true	false
cattle_russia_4092_13_2025|cattle_russia_4092_15_2025	100	cattle_russia_4092_13_2025,cattle_russia_4092_15_2025	livestock	"{""bat"": 1.191e-12, ""canid"": 4.247104271e-06, ""livestock"": 0.999995752894538}"	0.999995752894538	false	false
raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_18_2025|red_fox_russia_4092_20_2025	92	raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025,red_fox_russia_4092_18_2025	canid	"{""bat"": 0.007047252439943, ""canid"": 0.951552510972394, ""livestock"": 0.041400236587663}"	0.951552510972394	false	false
raccoon_dog_russia_4092_26_2025|red_fox_russia_4092_20_2025	84	raccoon_dog_russia_4092_26_2025,red_fox_russia_4092_20_2025	canid	"{""bat"": 0.006351156171786, ""canid"": 0.964135879713237, ""livestock"": 0.029512964114978}"	0.964135879713237	false	false
