trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	root_state	root_state_lower_95	root_state_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
longevity	species	75	75	0	262.350022493233	16.3017764962017	508.398268490265	88740.4377657125	65877.8757407999	126051.929912427	-476.423415113081	956.846830226162	957.013496892829	15384.3254872793	1.32999742156478	0.8
