trait	taxon_column	tree_taxon_count	analyzed_taxon_count	excluded_taxon_count	alpha	alpha_lower_95	alpha_upper_95	theta	theta_lower_95	theta_upper_95	sigma_squared	sigma_squared_lower_95	sigma_squared_upper_95	log_likelihood	aic	aicc	convergence_status	identifiability_warning_count	residual_variance	max_abs_standardized_residual	phylogenetic_residual_lambda
longevity	species	75	75	0	5	5	10	281.273367444221	237.998788716018	324.547946172424	162476.913091576	120617.321267388	230791.384143027	-461.271877439063	928.543754878126	928.88178304714	grid-search-converged	0	15384.3254872793	0.937461112846694	0.8
