trait	taxon_count	blombergs_k	blombergs_generalized_mean	blombergs_observed_mean_square	blombergs_phylogenetic_mean_square	blombergs_expected_mean_square_ratio	signal_permutation_p_value	pagels_lambda	lambda_log_likelihood	lambda_null_log_likelihood	lambda_brownian_log_likelihood	lambda_likelihood_ratio_statistic	lambda_likelihood_ratio_p_value	lambda_p_value_method	permutations	permuted_k_at_or_above_observed	signal_null_k_minimum	signal_null_k_mean	signal_null_k_maximum
longevity	75	0.246130162370828	262.350022493235	18451.5542093232	89939.6328706545	0.833521880473187	0.0833333333333333	0.805	-446.943635101219	-467.458443399022	-476.423392281311	41.0296165956062	1.49939793856223e-10	chi-square-approximation	11	0	0.0764591749798711	0.110867410703857	0.157587031910992
