dataset_id	taxon_count	tree_count	case_count	selection_review_case_count	selection_match_count	geiger_selection_match_count	parameter_pass_count	parameter_row_count	parameter_comparison_row_count	parameter_closer_to_truth_count_bijux	parameter_closer_to_truth_count_geiger	expected_warning_case_count	expected_warning_present_count
continuous_mode_recovery_panel	24	2	7	4	4	3	20	20	10	6	4	6	6
