dataset_id	component_count	geiger_component_count	case_count	geiger_case_count	max_taxon_count	selection_review_case_count	selection_match_count	geiger_selection_match_count	governed_value_pass_count	governed_value_row_count	governed_comparison_row_count	expected_warning_case_count	expected_warning_present_count	truth_threshold_pass_count	truth_threshold_row_count	sim_char_case_count	requirement_pass_count	requirement_row_count
macroevolution_recovery_suite	3	2	22	11	24	6	6	5	42	46	23	8	8	10	11	3	11	11
