shared_taxa_count	robinson_foulds_distance	normalized_robinson_foulds	branch_score_distance	stable_clade_count	unstable_clade_count	engine_specific_clade_count	support_weighted_conflict_count	low_support_disagreement_count	moderate_support_disagreement_count	high_support_conflict_count	high_support_disagreement_count	serious_conflict_count	top_conflict_driver_taxa
9	8	0.666666666667	0.0595457169767	2	0	8	8	0	0	8	0	8	dog_pakistan_pdb011|raccoon_dog_poland_2021|bat_chile_rv108
